"ID|""Title""|""Owning_Organization""|""Business_Process_Owner""|""Modified""|""Modified_By""|""Function""|""Site""|""Vendor_contact""|""Data_subject_type""|""Business_Process""|""SCOPE_Number""|""Life_Cycle_Status""|""Retired_Date""|""Description""|""Repository_Type""|""Subtype""|""Vendor_involved""|""SAP_Vendor_Number""|""SAP_Vendor_Name""|""Vendor_qualification""|""Country_collected""|""num_of_Data_Stakeholders_from_US""|""Adverse_Event_Information""|""Biometric_Data""|""Consumer_account_username_and_password""|""Credit_Card_Numbers""|""Criminal_or_judicial_records""|""Data_about_children_under_13""|""Data_about_teens_13_15_years_old""|""Data_about_teens_16_18_years_old""|""Digital_signature_data""|""Electronic_identification_data""|""Family_composition""|""Financial_account_number""|""Genetic_data""|""Government_ID""|""Identification_data""|""Image_sound_recordings""|""Other_health_or_medical_data""|""Personal_characteristics""|""Political_opinions""|""Precise_geolocation_data""|""Profession""|""PHI_as_defined_by_HIPAA""|""Racial_or_ethnic_origin""|""Religious_or_philosophical_beliefs""|""Sex_life""|""Trade_union_membership""|""Data_From_Children""|""ADM""|""RoPA_linked_to_IT_Asset""|""Unregistered_application_info""|""Inventory_Status""|""Inventory_Criteria""|""Inventory_Evidence""|""Lawfulness_Basis_Status""|""Lawfulness_Basis_Criteria""|""Lawfulness_Basis_Evidence""|""Notice_Status""|""Notice_Criteria""|""Notice_Evidence""|""Minimization_Status""|""Minimization_Criteria""|""Minimization_Evidence""|""Data_retention_Status""|""Data_Retention_Criteria""|""Data_Retention_Evidence""|""Reasonable_InfoSec_Status""|""Reasonable_InfoSec_Criteria""|""Reasonable_InfoSec_Evidence""|""Data_Subject_Rights_Status""|""Data_Subject_Rights_Criteria""|""Data_Subject_Rights_Evidence""|""Vendors_Status""|""Vendors_Criteria""|""Vendors_Evidence""|""custom_field_1""|""custom_field_2""|""custom_field_3""|""custom_field_4""|""custom_field_5""|""custom_field_6""|""custom_field_7""|""custom_field_8""|""custom_field_9""|""custom_field_10""|""Last_review_date""|""Last_reviewed_reviewer""|""XLS_Template_ID""|""Remediation_GUV_Number""|""California_relevancy""|""Item_Type""|""Path""|""Created""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1642|""Boston - WageWorks pre-tax commuter benefit""|""BOSTON GO & TECH CENTER""|""Kourafas"," Gael""|""2019-10-15 09:35:18""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""Cindy.Parrott@wageworks.com""|""Employee""|""""|""E210""|""Leverage/Optimize""|""""|""WageWorks - employee benefit", employees opt into this program.  HR sets up a physical meeting for the individual to enter their own personal data into the WageWorks website (name, Soc. Security, date of birth, address, email address, hire date, phone number) under the P&G account so that the individual gets discounted price on commuter benefits.  WageWorks uploads directly to P&G's vendor portal so that the appropriate deductions are withheld in payroll.  P&G can view data that is in the WageWorks system, run reports, etc.  P&G is responsible for managing eligibility via the WageWorks site," removing people who are no longer P&G employees.""|""Digital""|""Website""|""1""|""20594216.0""|""WageWorks""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite019""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:11:51""",,,,,,,,,,,,,,,,,
"1643|""Boston - Gillette Family Picnic""|""BOSTON GO & TECH CENTER""|""Kourafas"," Gael""|""2019-10-15 09:35:16""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""Becky.Tellock@Aerofulfillment.com""|""Employee""|""""|""E430""|""Leverage/Optimize""|""""|""We pull Boston/Andover-based employees & retirees family/dependent information to mail an invitation to Dividend Day.  No family information is transferred", only number of tickets.  Information is transferred in a file once/year via encrypted email to a third party printer - the only information provided is a mailing address for the generic invitation, plus name and employee number, email address," home address.  The employee then calls the number in the invitation or registers online to get tickets.  A third party customer service group handles calls for questions or for people seeking tickets for special cases/exception requests.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""20505425.0""|""Aero Fulfillment Services""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite020""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:27""",,,,,,,,,,,,,,,,,,,
"1644|""Boston - Badges""|""Boston Plant""|""Dion"," John""|""2019-10-17 05:02:37""|""Radenkovic"," Rastko""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""robert.baker2@sodexo.com""|""Employee""|""""|""E017""|""Leverage/Optimize""|""""|""Vendor Sodexo processes PII necessary to make badges for the site (contractors", employees," visitors).  We also collect car license plate numbers in the CCURE/OneKey system because badges allow access to the site parking lots""|""Other""|""Support Service""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""F521F6E8541F2177;#13585""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite021""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:28""",,,,,,,,,,,,,,,,,,,,,,,,
"1645|""Boston - Visitor Access Management""|""Boston Plant""|""Dion"," John""|""2019-10-15 09:35:09""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""robert.baker2@sodexo.com""|""Employee""|""""|""E700""|""Leverage/Optimize""|""""|""Vendor Sodexo manages visitor access to the site.  A person's name is recorded against the temp badge number assigned.  When the badge is turned back in at the end of the visit", the visitor information is removed from the card numbers record in the system so it can be used for the next visitor.  If visitors are parked in the visitor lot," they provide vehicle license number and make/modek of car so that the car is not towed.""|""Other""|""Support Service""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite022""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:31""",,,,,,,,,,,,,,,,,,,,,,,,
"1646|""Boston - Dining Services & Food Vending""|""BOSTON GO & TECH CENTER""|""Dion"," John""|""2019-10-15 09:35:07""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""john.roberts@sodexo.com""|""Employee""|""""|""E200""|""Leverage/Optimize""|""""|""Vendor Sodexo provides food service on site"," processing credit cards for payment""|""Other""|""Support Service""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite023""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:31""",,,,,,,,,,,,,,,,,,,,,,,,,
"1647|""Boston - Facilities Help Ticket & Concierge System""|""Boston Plant""|""Dion"," John""|""2019-10-17 05:02:37""|""Radenkovic"," Rastko""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""john.roberts@sodexo.com""|""Employee""|""""|""E180""|""Leverage/Optimize""|""""|""P&G provides Sodexo an enrollment list (name and email) so that anyone on the site can access the app and ask for facilities help.  This app also connects people to concierge services which they can execute and pay for online in the app""|""Digital""|""Application""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""C033C0725A8E15D8;#13174""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite024""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:32""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1648|""Boston - Dining App""|""BOSTON GO & TECH CENTER""|""Dion"," John""|""2019-10-15 09:35:01""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""john.roberts@sodexo.com""|""Employee""|""""|""E200""|""Leverage/Optimize""|""""|""Vendor Sodexo provides an app whereby people at the site can order food online for pickup""|""Digital""|""Application""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""Bite""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite025""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:35""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1649|""Boston - Site security""|""Boston Plant""|""Dion"," John""|""2019-10-17 05:02:37""|""Radenkovic"," Rastko""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""robert.baker2@sodexo.com""|""Employee""|""""|""E025""|""Leverage/Optimize""|""""|""Vendor Sodexo provides site security and can view live CCTV video as well as has access to cached video when investigating for cause in case of incident.""|""Digital""|""Application""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""EC6205E65AE7A528;#13507""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite026""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:35""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1650|""Boston - truck entry & exit to site""|""Boston Plant""|""Dion"," John""|""2019-10-15 09:34:54""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""robert.baker2@sodexo.com""|""Employee""|""""|""E650""|""Leverage/Optimize""|""""|""When a truck enters the site"," security (Sodexo) writes the driver's name & company name on a piece of paper along with time of entry; this is then entered into a file stored on sharepoint""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite027""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:36""",,,,,,,,,,,,,,,,,,,,,,
"1651|""Boston - United Way""|""BOSTON GO & TECH CENTER""|""Biedron"," Genevieve""|""2019-10-15 09:34:57""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""estanford@supportunitedway.org""|""Employee""|""""|""E510""|""Leverage/Optimize""|""""|""United Way processes all payments directly in person for any on the spot donations", product sales," and auctions""|""Digital""|""Support Service""|""1""|""20176827.0""|""UNITED WAY OF MASSACHUSETTS BAY""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite028""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:39""",,,,,,,,,,,,,,,,,,,,,,,,
"1652|""Boston - Patriots Game Tickets""|""BOSTON GO & TECH CENTER""|""Reis"," Heather""|""2019-10-15 09:34:51""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""""|""Employee""|""""|""E018""|""Leverage/Optimize""|""""|""Central Admin. keeps list of people who go to Gilette stadium box & HR checks the list; local teams keep lists of people who get field tickets in their org. (names only)""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""0""|""""|""""|""""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite029""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:39""",,,,,,,,,,,,,,,,,,,,,,,,
"1653|""Boston - United Way bid and buy (Bid Beacon)""|""BOSTON GO & TECH CENTER""|""Biedron"," Genevieve""|""2019-10-15 09:34:52""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""support@bidbeacon.com""|""Employee""|""""|""E510""|""Leverage/Optimize""|""""|""The Plant uses a bidding site (opt-in) where people can bid on auction items (name/email).  Payment is not executed through here - people pay UW directly.  P&G transfers no data to Bid Beacon - any PII is provided directly by the person in the app if he/she chooses to participate.""|""Digital""|""Application""|""1""|""0.0""|""Bid Beacon.com""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite030""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:41""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1654|""Boston - United Way Product sale (online orders)""|""BOSTON GO & TECH CENTER""|""Biedron"," Genevieve""|""2019-10-15 09:37:07""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON GO & TECH CENTER;#77""|""""|""Employee""|""""|""E510""|""Leverage/Optimize""|""""|""People will be able to place orders for product during UW sale (name and email);  payment must be done in person with UW""|""Digital""|""Website""|""0""|""""|""""|""""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""website built by employee using Shopify""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite031""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:42""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1655|""Boston - Motion Industries vending""|""Boston Plant""|""Rickenbach"," Ian""|""2019-10-15 09:37:12""|""Allen"," Alphonso""|""*Intentionally left blank""|""BOSTON PLANT;#79""|""Marty.Mcdonagh@motion-ind.com""|""Employee""|""""|""E180""|""Leverage/Optimize""|""""|""P&G provides Motion Industries the names and departments of employees who need to access the consumable-supply vending machines.  These employees are issued a badge which allows them to retrieve supplies from the machines.""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15099976.0""|""Motion Industries""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-14-BostonSite032""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-14 12:12:44""",,,,,,,,,,,,,,,,,,,,,,,,
"1656|""Andover - Badges/Site Security - Securitas""|""Andover Plant""|""Witkowski"," Joan""|""2019-10-15 11:37:24""|""Allen"," Alphonso""|""*Intentionally left blank""|""ANDOVER PLANT;#57""|""Mike.Mandell@sodexo.com""|""Employee""|""""|""E017""|""Leverage/Optimize""|""""|""Vendor Securitas/Sodexo creates the badges.  They manage site security and can view security camera data and badge swipes at the site.""|""Digital""|""Support Service""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-15-Andover Plant001""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-15 11:33:39""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1657|""Andover - Fitness Center waiver""|""Andover Plant""|""Chabot"," Lori""|""2019-10-15 11:37:19""|""Allen"," Alphonso""|""*Intentionally left blank""|""ANDOVER PLANT;#57""|""""|""Employee""|""""|""E180""|""Leverage/Optimize""|""""|""employees sign a waiver to be able to access the fitness center; this also collects personal health information to assess health status for access.  Waivers are processed and stored by onsite nurse.""|""Paper""|""""|""0""|""""|""""|""To be clarified""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-15-Andover Plant002""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-15 11:33:41""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1658|""Andover - Onsite vending machines""|""Andover Plant""|""Witkowski"," Joan""|""2019-10-15 11:37:16""|""Allen"," Alphonso""|""*Intentionally left blank""|""ANDOVER PLANT;#57""|""Mike.Mandell@sodexo.com""|""Employee""|""""|""E200""|""Leverage/Optimize""|""""|""Vending machines process credit cards for purchases""|""Digital""|""Support Service""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-15-Andover Plant003""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-15 11:33:44""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1659|""Andover - Site Parking Permits""|""Andover Plant""|""Witkowski"," Joan""|""2019-10-15 11:37:13""|""Allen"," Alphonso""|""*Intentionally left blank""|""ANDOVER PLANT;#57""|""Mike.Mandell@sodexo.com""|""Employee""|""""|""E210""|""Leverage/Optimize""|""""|""Parking permit is required to park onsite.  When employees or third party contractors need a parking permit (hang tag which has number only", no PII), they fill out a paper form with name, t-number (emps only)," make and model/VIN number of all vehicles they're registering up to 2 per person.  Parking permits are processed by Securitas/Sodexo.""|""Paper""|""""|""1""|""20596242.0""|""SODEXO OPERATIONS LLC""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LutzAmanda-2019-10-15-Andover Plant004""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-10-15 11:33:44""",,,,,,,,,,,,,,,,,,,,,,
